id,ACTION
1,0.593404127203823
2,0.9868184994844184
3,0.9999999994014755
4,0.9857558076550441
5,0.9999999986709861
6,0.9999999963847213
7,0.9919663698819612
8,0.9999999999428442
9,0.9012879532246287
10,0.9840173881353016
11,0.9999999960974936
12,0.9273710462753494
13,0.9810135182529308
14,0.8318131862528733
15,0.9437177187170619
16,0.9840416365233331
17,0.9227228504368882
18,0.8576151006493425
19,0.9888357870638358
20,0.9947816456579603
21,0.999999999924312
22,0.9999999934223227
23,0.8024225285022037
24,0.9999999986242728
25,0.9595081018374556
26,0.9859897960321533
27,0.9778066519022391
28,0.6695644836811702
29,0.9859851605796524
30,0.9641349633084787
31,0.9742307678888221
32,0.968572800817272
33,0.99999999812988
34,0.9717229089868759
35,0.9723189781338499
36,0.927634574349513
37,0.9589264577037468
38,0.9990567598190362
39,0.9390239678447139
40,0.9209893391787587
41,0.9714888097181231
42,0.9999999976905327
43,0.9899509830847684
44,0.9952744664333372
45,0.9971980742650615
46,0.9725984961494203
47,0.9999999999999998
48,0.9591266247361725
49,0.9999999999370243
50,0.9999999990759566
51,0.995276118748753
52,0.9783971481247785
53,0.9865324987423694
54,0.9999999984656041
55,0.8545763459269946
56,0.970587571563778
57,0.9809519465821269
58,0.9999999998871919
59,0.9880922742141269
60,0.9999999999999998
61,0.9999999984941355
62,0.9575457606473489
63,0.9999999976471848
64,0.9999999989991895
65,0.9984307540318398
66,0.9999999999999998
67,0.9461413773452461
68,0.9999999995315483
69,0.9202978340337535
70,0.8371224965303499
71,0.8941143170522987
72,0.9999999991614916
73,0.9952083740769402
74,0.9999999997255408
75,0.9896265799229462
76,0.9984947368974713
77,0.9977196316482407
78,0.9096548145328849
79,0.8470562752160201
80,0.9999999998834034
81,0.9999999998312931
82,0.9999999990116428
83,0.9512691034594812
84,0.9999999982655544
85,0.9781871784890519
86,0.9517715780040222
87,0.9999999952464362
88,0.9999999998748447
89,0.9999999985143601
90,0.9854166068786501
91,0.99999999897409
92,0.5515461219425278
93,0.9999999999999998
94,0.9394439128955133
95,0.9999999986799878
96,0.999999999119577
97,0.5778168182156749
98,0.9969539560391708
99,0.999999983262509
100,0.9999999973657865
101,0.9520850985563796
102,0.4276131951812077
103,0.9895695925484304
104,0.9791503026101761
105,0.9410687783492744
106,0.9941542795975453
107,0.9983026994691018
108,0.9239831046116606
109,0.9462245674397864
110,0.966835036175715
111,0.7665161636395185
112,0.8747741541103201
113,0.999999997776637
